company,ticker,sector,label,annual_revenue_usd_millions,revenue_growth_yoy_pct,gross_margin_pct,operating_margin_pct,rd_expense_pct_of_revenue,total_debt_usd_millions,cash_and_equivalents_usd_millions,debt_to_revenue,cash_to_revenue,net_debt_to_revenue,log_revenue,sector_z_revenue_growth_yoy_pct,sector_z_gross_margin_pct,sector_z_operating_margin_pct,sector_z_rd_expense_pct_of_revenue,sector_z_debt_to_revenue,sector_z_cash_to_revenue,sector_z_net_debt_to_revenue
IXYS Corporation,IXYS,Semiconductor,1,322.0,,,,9.5,,,,,,5.7745515455444085,0.0,0.0,0.0,-0.9290780153345599,0.0,0.0,0.0
Integrated Device Technology,IDTI,Semiconductor,1,,,,,,499.3,392.6,,,,7.95892649305011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Intersil Corporation,ISIL,Semiconductor,1,521.6,,59.0,-2.7,24.2,,247.4,,0.47430981595092025,,6.256901010612443,0.0,0.3332542949403163,-0.540782306724758,0.10596911050235026,0.0,0.04398732527253665,0.0
Quantenna Communications,QTNA,Semiconductor,1,220.5,25.0,49.6,1.3,32.4,0.0,38.9,0.0,0.1764172335600907,-0.1764172335600907,5.395897694886901,1.124293343737652,-0.29704557878985943,-0.30818776619798033,0.6833423371596743,-0.7044038640560217,-0.5072240936111334,0.0
Dialog Semiconductor,DLG,Semiconductor,1,1420.0,-1.5,49.8,22.8,,,1000.0,,0.704225352112676,,7.258412150595307,-0.46682941241977277,-0.2836349431785794,0.9420078891334495,0.0,0.0,0.4694160751057601,0.0
Sierra Wireless,SWIR,Semiconductor,1,473.2,5.5,33.1,-16.8,14.5,9.9,76.8,0.020921386306001693,0.16229923922231615,-0.14137785291631444,6.159518132104232,-0.046532835321585087,-1.403423016720487,-1.360678062081649,-0.5770211698118013,-0.6543369067930612,-0.5333476030596046,0.04711280714595655
Tableau Software,DATA,Software,1,1155.4,12.0,87.7,-7.8,33.1,0.0,1022.4,0.0,0.8848883503548554,-0.8848883503548554,7.052201883347165,-0.7170147412660356,1.4511770259320622,0.0,0.3987402560872913,-0.2561088566475687,-0.12046153668544048,-0.541050566445563
MuleSoft,MULE,Software,1,296.5,58.0,72.6,-26.9,21.8,0.0,347.3,0.0,1.1713322091062395,-1.1713322091062395,5.69204721843778,2.581253068557728,-1.5922636812310134,-0.8224910565399163,-0.3781157600827762,-0.2561088566475687,0.8847779604906957,-1.2014297529188696
Slack Technologies,WORK,Software,1,630.4,57.0,84.6,-93.3,72.6,0.0,768.6,0.0,1.2192258883248732,-1.2192258883248732,6.44635453854367,2.509551594431125,0.8263646953224228,-3.681831692888107,3.1142988966817744,-0.2561088566475687,1.0528549380370746,-1.3118457662259169
Marketo,MKTO,Software,1,321.0,,,,,,,,,,5.771441123130016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magento Commerce,N/A (private),Software,1,160.0,,,,,,,,,,5.075173815233827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NetSuite,N,Software,1,741.1,33.0,,-16.8,18.3,,,,,,6.608135568957313,0.7887162153926391,0.0,-0.38756123083032706,-0.618734880135452,0.0,0.0,0.0
Concur Technologies,CNQR,Software,1,545.8,24.0,,,10.5,776.3,,1.4223158666178088,,,6.302252608274238,0.14340294825320712,0.0,0.0,-1.1549717762528435,2.9878525068763255,0.0,0.0
Cloudera,CLDR,Software,1,869.3,9.0,,-18.0,,500.0,773.0,0.5751754285056943,0.8892212124698033,-0.3140457839641091,6.767688290085019,-0.9321191636458463,0.0,-0.439236061607704,0.0,1.0557283457016227,-0.10525588992188319,0.7749928329161412
Zendesk,ZEN,Software,1,1338.6,30.0,79.0,-12.0,26.3,1119.0,1575.0,0.835948005378754,1.1766024204392649,-0.34065441506051103,7.199379570666542,0.5736117930128285,-0.3023285470691795,-0.1808619077208193,-0.06874832001505021,1.6504880498553571,0.9032731190656282,0.7136482251692476
Splunk,SPLK,Software,1,3654.0,37.0,77.7,-6.4,27.3,3875.0,2007.0,1.0604816639299397,0.5492610837438424,0.5112205801860974,8.203577736937952,1.0755221118990534,-0.5643466211958011,0.06028730257360641,0.0,2.162595472858911,-1.2983041554705965,2.6775950829937516
Celgene Corporation,CELG,Healthcare,1,13003.0,15.8,96.5,36.2,45.5,15838.0,12042.0,1.2180266092440206,0.926093978312697,0.29193263093132354,9.47293537905132,0.08844079555510566,0.9960043289780425,0.21132917640334892,0.25597246330371237,0.9628140239040349,0.06448455601019261,0.657902195089136
Allergan plc,AGN,Healthcare,1,15787.0,-0.9,86.1,-39.6,14.4,23800.0,880.0,1.5075695192246785,0.05574206625704694,1.4518274529676316,9.666942095531727,-0.27624100340051516,0.4040931848996626,-0.8601592230196508,-0.5401018975708332,1.3517724949024468,-0.7198630523775136,1.4854623021030424
Shire plc,SHPG,Healthcare,1,14449.0,32.7,67.5,17.0,12.2,19541.0,472.0,1.3524119316215655,0.03266662052737214,1.3197453110941935,9.57838048699361,0.4574900412048058,-0.6545171304712851,-0.060076856168176096,-0.5964158394976499,1.1433410121839078,-0.7406582852251131,1.3912245234814333
Alexion Pharmaceuticals,ALXN,Healthcare,1,4991.0,20.8,92.1,42.5,17.8,2502.0,2750.0,0.5013023442195953,0.5509917852133841,-0.049689440993788817,8.515391569469609,0.19762696290708792,0.7455803834064201,0.3003842808408805,-0.45307126004757087,0.0,-0.2735517072336548,0.41416216536443334
Array BioPharma,ARRY,Healthcare,1,174.0,15.2,,-74.7,106.9,112.0,413.0,0.6436781609195402,2.3735632183908044,-1.7298850574712643,5.159055299214529,0.07533845547286776,0.0,-1.3563233763144698,1.8276433879885063,0.19126104650416106,1.3689213257170214,-0.7846214120424418
Loxo Oncology,LOXO,Healthcare,1,21.0,,,-715.5,657.3,0.0,626.0,0.0,29.80952380952381,-29.80952380952381,3.044522437723423,0.0,0.0,-2.4207439103059194,2.1629673149163695,-0.6734262404442879,1.9334564116465482,-1.6908212137742407
Spark Therapeutics,ONCE,Healthcare,1,65.0,434.7,87.8,-299.2,193.7,51.0,601.0,0.7846153846153846,9.246153846153845,-8.461538461538462,4.174387269895637,3.01899752728231,0.500847891143244,-2.4207439103059194,2.1629673149163695,0.38058955411347806,1.9334564116465482,-1.6908212137742407
Immunomedics,IMMU,Healthcare,1,0.3,-66.0,,,,265.0,613.0,53.0,122.6,-69.6,0.0,-1.6978449023233244,0.0,0.0,0.0,3.356634150511876,1.9334564116465482,-1.6908212137742407
MyoKardia,MYOK,Healthcare,1,0.0,,,,,0.0,430.0,0.0,86.0,-86.0,0.0,0.0,0.0,0.0,0.0,-0.6734262404442879,1.9334564116465482,-1.6908212137742407
Momenta Pharmaceuticals,MNTA,Healthcare,1,24.0,-68.4,,-1247.7,604.6,,545.0,,22.708333333333332,,3.1780538303479458,-1.750254262652276,0.0,-2.4207439103059194,2.1629673149163695,0.0,1.9334564116465482,0.0
Praxair Inc,PX,Industrials,1,10534.0,-2.25,44.37,21.25,0.87,9515.0,524.0,0.9032656161002468,0.04974368710841086,0.853521928991836,9.262363400043334,-0.7700177238148391,0.2885139433592504,0.21567082238592325,-0.9562205198695789,0.9285166801285964,-0.38875459221096825,1.1246822504483016
Monsanto Company,MON,Industrials,1,15001.0,-5.38,54.54,23.49,10.53,9044.0,3700.0,0.6028931404573028,0.24665022331844544,0.3562429171388574,9.61587214452889,-1.1286718124369293,0.8683927583718155,0.5185564914420161,1.0431496580395405,0.06318851455542007,1.7400765066288528,-0.30438742083065545
Rockwell Collins,COL,Industrials,1,5259.0,0.29,30.75,18.63,,2122.0,,0.40349876402357865,,,8.567696173589344,-0.4789693579681588,-0.4880789239437127,-0.13859723695647144,0.0,-0.5112368538664986,0.0,0.0
Anadarko Petroleum,APC,Industrials,1,13382.0,12.38,,19.57,,16417.0,1295.0,1.2267971902555672,0.0967717829920789,1.1300254072634883,9.501665799342762,0.906375029073717,0.0,-0.011493429406146503,0.0,1.8605627438352395,0.11968395413359718,1.919291967292702
Chicago Bridge & Iron Company (CB&I),CBI,Industrials,1,10679.6,-17.4,9.61,-1.36,,2200.0,505.2,0.2060002247275179,0.04730514251470092,0.15869508221281695,9.276090658629277,-2.5059951815224,-1.6934514066738626,-2.841581399649016,0.0,-1.080200599118557,-0.4151186208862788,-0.87209611713713
KLX Inc (Aerospace Solutions Group),KLXI,Industrials,1,1400.0,,,,,,,,,,7.24422751560335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Esterline Technologies,ESL,Industrials,1,2000.3,0.39,33.0,9.15,5.49,776.8,307.8,0.38834174873768934,0.15387691846223067,0.23446483027545867,7.601052448293207,-0.46751076088758087,-0.35978715071084433,-1.4204526577831507,0.0,-0.5549019473635941,0.7370691899525229,-0.6543506535727396
Rofin-Sinar Technologies,RSTI,Industrials,1,519.6,-1.98,,,,,,,,,6.253059284796445,-0.7390795116972785,0.0,0.0,0.0,0.0,0.0,0.0
Newfield Exploration,NFX,Industrials,1,1767.0,20.04,,29.15,,2434.0,326.0,1.377475947934352,0.18449349179400112,1.1929824561403508,7.4770384723196965,1.784103565445989,0.0,1.2838836730748227,0.0,2.294645702648083,1.0680765536647152,2.100216572994241
WGL Holdings,WGL,Industrials,1,2349.6,-11.67,89.56,12.78,,1444.3,5.6,0.6147003745318352,0.002383384405856316,0.612316990125979,7.762000379884411,-1.8494175688052832,2.8651829355340603,-0.9296156137324287,0.0,0.09720338952137224,-0.9007847522261833,0.4315127128652395
Whole Foods Market,WFM,Consumer/Retail,1,15724.0,2.18,34.41,5.45,,,351.0,,0.02232256423301959,,9.662943486541751,-0.3763306612607237,0.5365428812595509,-1.0166584370895735,0.0,0.0,-0.2317250227320696,0.0
PetSmart Inc,PETM,Consumer/Retail,1,6917.0,2.35,30.59,10.02,,,286.0,,0.041347404944340034,,8.841737428600585,-0.35504074032417693,0.0,-0.21560170303796136,0.0,0.0,0.139042109915286,0.0
Panera Bread Company,PNRA,Consumer/Retail,1,2795.0,4.24,20.59,8.58,,411.0,106.0,0.14704830053667262,0.037924865831842576,0.10912343470483005,7.9355873855892,-0.11834691344139234,-1.40456251638626,-0.46801345293606234,0.0,-0.19004164676114452,0.07234168217614446,-0.09280406308805954
Family Dollar Stores,FDO,Consumer/Retail,1,10391.0,11.36,,6.62,,500.0,141.0,0.048118564142046,0.013569435088056973,0.034549129053989026,9.248695325852646,0.7733250693128014,0.0,-0.8115738902973665,0.0,-0.4273897108223588,-0.40231108145468897,-0.26636903200450657
Jimmy Choo plc,CHOO (LSE),Consumer/Retail,1,471.0,10.5,,,,,,,,,6.154858094016418,0.6656231163396825,0.0,0.0,0.0,0.0,0.0,0.0
Sonic Corp,SONC,Consumer/Retail,1,477.0,-21.28,,25.84,,628.0,22.0,1.3165618448637317,0.04612159329140461,1.270440251572327,6.1675164908883415,-3.3143397505041774,0.0,2.5574218270925653,0.0,2.615806076638567,0.23208426206882668,2.6100560636355095
Buffalo Wild Wings,BWLD,Consumer/Retail,1,1987.0,9.6,29.0,6.88,,,49.0,,0.024660291897332664,,7.594381242551817,0.5529117702050231,-0.22332544010541533,-0.765999546565765,0.0,0.0,-0.18616602982591557,0.0
Time Warner Cable,TWC,Telecom,1,22812.0,3.13,,20.3,,23126.0,707.0,1.0137646852533755,0.03099246010871471,0.9827722251446607,10.03504199227643,-0.03203937219060719,0.0,0.278240238417839,0.0,-0.8858577646897843,-1.3884315072722704,-0.6853502222740104
Level 3 Communications,LVLT,Telecom,1,8229.0,21.42,,16.17,,,854.0,,0.10377931704945922,,9.015419779605713,2.3119610972742155,0.0,-0.3619448226772451,0.0,0.0,0.618299989783449,0.0
Sprint Corporation,S,Telecom,1,33347.0,3.63,,5.29,,40581.0,2870.0,1.2169310582661108,0.08606471346747833,1.1308663447986325,10.414723092275086,0.03203937219060719,0.0,-2.0484371870149007,0.0,0.0,0.12990889199560293,0.0
Smartsheet,SMAR,Software,1,958.3,25.0,80.5,-13.0,24.4,0.7,628.8,0.0007304601899196494,0.6561619534592508,-0.655431493269331,6.865160881349716,0.21510442237981067,0.0,-0.22392426670196677,-0.19937012804364576,-0.2544428521479308,-0.923148699218772,-0.01205150438370946
Skyworks Solutions,SWKS,Semiconductor,0,4087.0,-2.18,41.16,12.52,19.22,1203.0,1388.0,0.29434793246880353,0.3396134083679961,-0.04526547589919256,8.315566483564277,-0.5076582227664539,-0.8629744015858899,0.3442399199796309,-0.2446795076383173,0.0,-0.20525083079845652,0.1763423711266036
Qorvo,QRVO,Semiconductor,0,3679.0,-1.09,46.2,14.99,19.74,1606.0,1219.0,0.43653166621364503,0.33134003805381895,0.10519162815982604,8.210396255104774,-0.44221204147545035,-0.5250263841816251,0.48786704875491604,-0.20806559570395045,0.34025980959249247,-0.2205596248383312,0.3786420806829915
Microchip Technology,MCHP,Semiconductor,0,4713.0,7.08,57.73,11.24,23.04,5642.0,240.3,1.197114364523658,0.050986632718014006,1.146127731805644,8.45807992692373,0.04833410636629157,0.24809675880868592,0.26980966701106207,0.02429192234107026,2.1604098175444277,-0.7393170813139408,1.778250778134088
Monolithic Power Systems,MPWR,Semiconductor,0,2790.0,26.43,55.18,26.11,13.7,24.1,1257.0,0.008637992831541218,0.4505376344086022,-0.44189964157706096,7.933796874815411,1.2101539302019961,0.07711115476486184,1.1344798714193576,-0.6333502650954427,-0.6837322884917166,0.0,-0.3569589775773987
Silicon Laboratories,SLAB,Semiconductor,0,784.76,34.29,58.23,-8.99,45.02,23.96,443.62,0.030531627503950255,0.5652938478006014,-0.5347622202966512,6.665377938552628,1.682086943915104,0.28162334783688675,-0.9065372217031157,1.5719338152591171,-0.631338644234982,0.21234142422026417,-0.4818189688760565
Power Integrations,POWI,Semiconductor,0,443.5,5.85,54.49,4.85,22.8,18.88,249.51,0.04257046223224351,0.5625930101465614,-0.5200225479143179,6.094697801749634,-0.025518006466675725,0.03084446190594483,-0.10176011148046521,0.00739319375597796,-0.6025285159279303,0.20734387596475012,-0.46200048665448806
Lattice Semiconductor,LSCC,Semiconductor,0,523.26,2.72,68.22,2.92,34.38,42.11,133.89,0.08047624507892825,0.2558766196537094,-0.17540037457478116,6.260078472466949,-0.21345061879772248,0.9514845966203397,-0.2139869772846354,0.8227568479866869,-0.5118162092936615,-0.36019485038269494,0.001367235390275959
Rambus,RMBS,Semiconductor,0,707.63,27.13,80.56,36.77,26.53,24.98,761.83,0.03530093410398089,1.0765937000975085,-1.0412927659935278,6.561921358221279,1.2521835879118146,1.7789208138363366,1.7543443219232202,0.27002760051595587,-0.6199252194157486,1.1584351966722002,-1.1628834019368004
MACOM Technology Solutions,MTSI,Semiconductor,0,967.26,32.58,54.69,13.41,25.28,603.45,785.98,0.6238756900936667,0.8125840001654158,-0.18870831007174904,6.874467332115962,1.5794144943668325,0.04425509751722488,0.3959922052468389,0.18201338913526624,0.7885926829442605,0.6699196380414233,-0.01652618016274241
Cirrus Logic,CRUS,Semiconductor,0,1997.0,5.34,52.78,23.05,21.73,133.98,1154.0,0.06709063595393089,0.5778668002003005,-0.5107761642463695,7.599401333415815,-0.05613961422668653,-0.0838164725705021,0.9565450479163731,-0.0679469711858924,-0.5438493026172947,0.2356060348264539,-0.4495681010774059
Diodes Incorporated,DIOD,Semiconductor,0,1482.0,13.04,31.2,2.46,10.94,95.61,377.03,0.06451417004048583,0.2544062078272604,-0.1898920377867746,7.301147805856032,0.4061866205813199,-1.5308240550276504,-0.2407353494452148,-0.8276856438240054,-0.5500150416792862,-0.36291565592506625,-0.018117781798578654
Vishay Intertechnology,VSH,Semiconductor,0,3069.0,4.47,19.38,1.23,,1073.0,515.23,0.3496252851091561,0.16788204626914305,0.18174323884001303,8.029107054619736,-0.10837647452317557,-2.3233926196543186,-0.3122581706571989,0.0,0.13228420008956057,-0.5230173458610624,0.4815708769238178
Ambarella,AMBA,Semiconductor,0,390.7,37.15,59.19,-21.12,61.06,13.44,312.57,0.03439979523931405,0.8000255950857436,-0.7656257998464295,5.967940002061025,1.853808116843792,0.34599439877103244,-1.6118801658505688,2.7013321756961264,-0.6220817343027343,0.6466819453559437,-0.7922306000327227
Synaptics,SYNA,Semiconductor,0,1197.0,11.44,44.72,-4.76,31.9,876.8,442.5,0.7324979114452799,0.36967418546365916,0.36282372598162066,7.087573705557973,0.31011883153030556,-0.6242650877050998,-0.6605684950960484,0.6481366526073984,1.0485364569693563,-0.14962727863525815,0.725045787491729
onsemi,ON,Semiconductor,0,5995.0,-15.35,38.32,17.84,9.73,3253.0,2548.0,0.5426188490408674,0.4250208507089241,0.11759799833194329,8.698681067461614,-1.2984162113926154,-1.0534054272660704,0.6535906588802451,-0.912883400440513,0.5941369844159751,-0.047215484304990354,0.39532328093714403
Allegro MicroSystems,ALGM,Semiconductor,0,890.1,22.77,46.49,4.32,22.59,305.91,168.75,0.343680485338726,0.18958543983822043,0.1540950455005056,6.791333815964886,0.9903988627478006,-0.5055809625452686,-0.1325788881002632,-0.00739319375597796,0.11805770325566792,-0.48285804324336107,0.4443960188981894
CEVA Inc,CEVA,Semiconductor,0,109.6,2.49,87.08,-10.35,68.28,16.13,222.04,0.14717153284671533,2.0259124087591243,-1.878740875912409,4.696837374513915,-0.2272603634738058,2.2161075347640753,-0.9856193654822201,3.2097022606309897,-0.35220775536665194,2.9150258045163895,-2.2888887870908334
SiTime Corporation,SITM,Semiconductor,0,326.66,61.16,53.57,-19.05,36.95,3.61,808.41,0.01105124594379477,2.4747749954080693,-2.4637237494642745,5.788919874624994,3.295425376290576,-0.03084446190594483,-1.4915124911279614,1.0037140665853848,-0.677957133888255,3.7455875502464364,-3.075437658645497
Universal Display Corporation,OLED,Semiconductor,0,650.61,0.45,74.88,38.21,22.46,24.24,602.36,0.03725734310877484,0.9258388281766342,-0.8885814850678594,6.477910384348426,-0.34974679451384905,1.3980587624759746,1.83807835651286,-0.016546671739569613,-0.6152433381771335,0.8794829441917799,-0.957552799766441
Semtech Corporation,SMTC,Semiconductor,0,1050.0,15.47,52.51,11.74,18.7,517.99,195.18,0.49332380952380955,0.1858857142857143,0.30743809523809523,6.956545443151569,0.552089575202548,-0.10192083064573076,0.2988839845769093,-0.28129341957268417,0.4761690543429821,-0.48970390343534625,0.6505760767852312
HubSpot,HUBS,Software,0,3131.0,19.0,83.8,0.2,28.9,0.0,1840.0,0.0,0.5876716703928457,-0.5876716703928457,8.049107721326406,-0.21510442237981067,0.6651228035521943,0.3444988718491796,0.1099973120240802,-0.2561088566475687,-1.1635069251246766,0.14416471509400164
Atlassian,TEAM,Software,0,5215.0,20.0,83.0,-2.5,51.2,987.7,2937.0,0.18939597315436243,0.563183125599233,-0.37378715244487054,8.559294367434873,-0.14340294825320712,0.5038809117819658,0.2282305026000815,1.6430848483597003,0.17585793338814584,-1.2494464616265657,0.637262680529215
Workday,WDAY,Software,0,8446.0,16.4,85.0,4.9,31.1,2984.0,8017.0,0.3533033388586313,0.9492067250769595,-0.5959033862183282,9.041448235493888,-0.40152825510898005,0.9069856412075386,0.5468919590605726,0.2612436160571909,0.5496913230176981,0.10525588992188357,0.12518698653034024
ServiceNow,NOW,Software,0,13278.0,21.0,77.5,13.5,22.3,1491.0,10055.0,0.1122910076818798,0.757267660792288,-0.6449766531104082,9.493863809279105,-0.07170147412660356,-0.604657094138359,0.9172282462984408,-0.34374160007525106,0.0,-0.5683306526942927,0.01205150438370946
Asana,ASAN,Software,0,790.8,9.0,89.0,-25.0,38.1,0.0,434.0,0.0,0.548811330298432,-0.548811330298432,6.673045091296462,-0.9321191636458463,1.7131951000586838,-0.7406725744757362,0.7424818561625424,-0.2561088566475687,-1.2998825098793396,0.23375490526071946
Freshworks,FRSH,Software,0,838.8,16.0,85.0,1.6,19.5,0.0,843.7,0.0,1.0058416785884599,-1.0058416785884599,6.731972299027765,-0.43020884475962134,0.9069856412075386,0.4047861744227861,-0.5362368961173917,-0.2561088566475687,0.30400929465068854,-0.8199012314530933
Datadog,DDOG,Software,0,3430.0,28.0,80.0,-1.0,45.1,983.4,4475.0,0.2867055393586006,1.30466472303207,-1.0179591836734694,8.140315540159985,0.43020884475962134,-0.10077618235639317,0.29282404107180265,1.2237200962678938,0.3977977151740735,1.3526920216972338,-0.8478374147771357
Zscaler,ZS,Software,0,2673.1,23.0,77.0,-5.0,25.2,1700.7,3572.4,0.636227600912798,1.336425872582395,-0.7001982716695971,7.890994126587661,0.07170147412660356,-0.7054332764947522,0.12057460514721285,-0.14437147203160555,1.194973708209459,1.4641538702524017,-0.11525863484852228
MongoDB,MDB,Software,0,2010.0,19.0,73.0,-11.0,29.7,0.0,2336.0,0.0,1.1621890547263682,-1.1621890547263682,7.605890001053122,-0.21510442237981067,-1.5116427353458977,-0.13779954873967185,0.1649959680361204,-0.2561088566475687,0.8526911845636794,-1.1803507572737935
Regeneron Pharmaceuticals,REGN,Healthcare,0,14343.0,1.0,44.6,25.8,40.8,2973.0,18866.0,0.20727881196402426,1.3153454646866067,-1.1080666527225824,9.571017297294214,-0.2347502598067619,-1.9578599381054091,0.06431757542710619,0.13566540555096748,-0.39497753045073297,0.4152719423188408,-0.340967301514024
Vertex Pharmaceuticals,VRTX,Healthcare,0,12001.0,8.9,53.7,39.1,32.6,2036.0,12320.0,0.16965252895592034,1.0265811182401468,-0.8569285892842263,9.392745258631441,-0.062236115390629884,-1.439937687036827,0.25232279590633966,-0.07423201435807655,-0.4455229280540219,0.15504200384719632,-0.16178567339929356
Biogen,BIIB,Healthcare,0,9891.0,2.2,79.0,28.8,19.8,6658.0,4248.0,0.673137195430189,0.4294813466787989,0.24365584875139015,9.199380531739841,-0.20854557964228615,0.0,0.10672476801640696,-0.40187676738682837,0.23083494254988654,-0.38305502484416337,0.6234577452406805
Illumina,ILMN,Healthcare,0,4343.0,-0.7,68.3,20.0,22.3,2553.0,1633.0,0.5878425051807507,0.37600736817867836,0.2118351370020723,8.376320632534823,-0.2718735567064358,-0.6089855040037175,-0.017669663578875325,-0.33788365156090033,0.11625402497217438,-0.4312449426999001,0.6007543491049059
Incyte Corporation,INCY,Healthcare,0,5141.0,21.2,52.9,26.2,39.9,55.0,3581.0,0.01069830772223303,0.6965570900602995,-0.6858587823380665,8.545002892055505,0.20636185629524648,-1.4854693135043948,0.06997186777234626,0.11262788385363341,-0.6590546317104107,-0.14237051817733057,-0.03973103098381015
Alnylam Pharmaceuticals,ALNY,Healthcare,0,3714.0,65.2,81.6,13.5,35.5,2969.0,2908.0,0.7994076467420571,0.7829833064081853,0.016424340333871836,8.219864741912652,1.1672001289926905,0.14797778601959455,-0.109551914189027,0.0,0.4004607906765927,-0.0644845560101925,0.4613329319814949
BioMarin Pharmaceutical,BMRN,Healthcare,0,3221.0,12.9,52.8,20.2,28.6,643.0,1561.0,0.19962744489289042,0.4846321018317293,-0.28500465693883886,8.0774471493312,0.02511281849095593,-1.4911607668128408,-0.01484251740625528,-0.1766209996795615,-0.4052560209074139,-0.33335402194430297,0.24626979996219317
Exelixis,EXEL,Healthcare,0,2320.0,7.0,96.4,38.5,35.6,201.0,1663.0,0.08663793103448277,0.7168103448275862,-0.6301724137931034,7.749322464660356,-0.10372685898438316,0.9903128756695969,0.24384135738847945,0.0025597246330371602,-0.5570408757054677,-0.12411859993742155,0.0
Neurocrine Biosciences,NBIX,Healthcare,0,2861.0,21.5,62.7,22.3,35.5,471.0,1480.0,0.164627752534079,0.517301642782244,-0.352673890248165,7.95892649305011,0.21291302633636544,-0.9277068892766909,0.01484251740625528,0.0,-0.45227297886437956,-0.30391273968051213,0.19798925167877135
United Therapeutics,UTHR,Healthcare,0,3183.0,10.6,87.9,47.7,17.3,38.0,4697.0,0.011938422871504869,1.4756519007225888,-1.4637134778510839,8.065579427282092,-0.02511281849095593,0.5065393444516905,0.37389008132900187,-0.46586988321275646,-0.6573887187293089,0.5597376095648728,-0.5947136921960626
Honeywell International,HON,Industrials,0,37442.0,7.85,36.93,18.91,,35563.0,12487.0,0.9498157149724907,0.33350248384167513,0.6163132311308157,10.530548347968214,0.3873005813235351,-0.13570418679743423,-0.10073652832445966,0.0,1.0626205509248388,2.679069171703051,0.442997023851648
Emerson Electric,EMR,Industrials,0,18016.0,3.0,52.84,24.51,,13759.0,1544.0,0.7637100355239786,0.08570159857904085,0.6780084369449378,9.799015530939418,-0.16844137708449602,0.7714611963736485,0.6564776443157732,0.0,0.5264779304826,0.0,0.6202953722451285
Parker Hannifin,PH,Industrials,0,21499.0,8.31,37.55,21.99,,8733.0,501.0,0.4062049397646402,0.02330340946090516,0.3829015303037351,9.975761701406148,0.44001012789419386,-0.100352675951044,0.31573126662766804,0.0,-0.5034407664096868,-0.6746104424095107,-0.22777647477378052
Eaton Corporation,ETN,Industrials,0,27448.0,10.33,37.77,19.32,,10684.0,622.0,0.38924511804138734,0.02266103176916351,0.36658408627222383,10.220048584538286,0.6714737889218687,-0.08780859145716319,-0.04529763354187118,0.0,-0.5522994755467912,-0.6815554307969043,-0.274669192588943
